symptom,state,Up to 2018-08-01,Up to 2018-09-01,aggregate_correlation
Pelvic Pain,NJ,66,10,16
Persistent Vegetative State,NJ,48,36,78
Phantom Limb,NJ,80,19,22
Photophobia,NJ,24,48,67
Polyuria,NJ,1,44,43
Presbycusis,NJ,65,7,11
Prosopagnosia,NJ,53,21,30
Proteinuria,NJ,24,48,67
Pruritus,NJ,30,60,13
Pseudophakia,NJ,39,54,60
Purpura,NJ,31,56,52
Quadriplegia,NJ,35,51,56
Renal Colic,NJ,28,2,71
Sarcopenia,NJ,54,22,31
Sciatica,NJ,66,10,16
Scotoma,NJ,15,61,46
Seizures,NJ,66,10,16
Shoulder Pain,NJ,66,10,16
Sleep Deprivation,NJ,13,66,50
Sleep Disorders,NJ,13,66,50
Sneezing,NJ,66,10,16
Snoring,NJ,66,10,16
Spasm,NJ,66,10,16
Speech Disorders,NJ,8,69,51
Stupor,NJ,3,47,40
Stuttering,NJ,9,72,49
Sweating Sickness,NJ,79,18,21
Syncope,NJ,77,16,9
Tetany,NJ,31,56,52
Thinness,NJ,75,14,7
Tics,NJ,7,73,3
Tinea Pedis,NJ,39,54,60
Tinnitus,NJ,69,10,16
Toothache,NJ,66,10,16
Torticollis,NJ,43,28,75
Tremor,NJ,4,45,44
Trismus,NJ,10,68,4
Unconsciousness,NJ,2,46,39
Urinary Incontinence,NJ,14,65,47
Vertigo,NJ,65,7,11
Vocal Cord Paralysis,NJ,59,5,28
Vomiting,NJ,66,10,16
Weight Gain,NJ,66,10,16
Weight Loss,NJ,66,10,16
Abdominal Pain,NM,14,71,3
Agnosia,NM,54,6,56
Amblyopia,NM,49,1,49
Amnesia,NM,7,54,19
Angina Pectoris,NM,33,34,33
Anisocoria,NM,42,29,42
Anorexia,NM,16,63,11
Anoxia,NM,43,30,43
Aphasia,NM,21,67,8
Apnea,NM,27,59,28
Arthralgia,NM,11,56,23
Asthenia,NM,41,28,41
Ataxia,NM,34,26,34
Back Pain,NM,65,17,65
Birth Weight,NM,31,50,25
Blindness,NM,16,62,11
Body Weight,NM,20,66,7
Bulimia,NM,16,63,11
Cachexia,NM,41,28,41
Catatonia,NM,69,24,69
Chest Pain,NM,65,17,65
Chills,NM,28,51,29
Chorea,NM,29,48,30
Colic,NM,60,11,60
Coma,NM,10,55,22
Confusion,NM,17,41,12
Constipation,NM,65,17,65
Coprophagia,NM,27,25,28
Cough,NM,65,17,65
Cyanosis,NM,12,70,1
Deafness,NM,19,42,14
Delirium,NM,44,31,44
Diarrhea,NM,65,17,65
Diplopia,NM,9,57,21
Dizziness,NM,59,10,59
Dysarthria,NM,45,32,45
Dyslexia,NM,18,64,13
Dysmenorrhea,NM,61,12,61
Dyspepsia,NM,27,58,28
Dysphonia,NM,9,57,21
Dyspnea,NM,28,51,29
Dystonia,NM,51,3,53
Dysuria,NM,36,52,36
Earache,NM,30,40,24
Ecchymosis,NM,49,1,49
Echolalia,NM,68,21,68
Edema,NM,17,41,12
Emaciation,NM,57,22,51
Encopresis,NM,6,53,18
Eye Pain,NM,47,46,47
Fatigue,NM,23,61,6
Feminization,NM,6,53,18
Fever,NM,65,17,65
Flatulence,NM,32,50,26
Flushing,NM,2,36,15
Gagging,NM,29,49,30
Gastroparesis,NM,48,47,48
Halitosis,NM,21,67,8
Hallucinations,NM,22,65,9
Headache,NM,65,17,65
Hearing Loss,NM,1,60,5
Heartburn,NM,65,17,65
Hematemesis,NM,58,9,52
Hemiplegia,NM,12,70,1
Hemoptysis,NM,35,27,35
Hiccup,NM,67,20,67
Hirsutism,NM,13,70,2
Hoarseness,NM,1,59,5
Hot Flashes,NM,5,38,31
Hypercapnia,NM,37,35,37
Hyperemesis Gravidarum,NM,63,14,63
Hyperventilation,NM,47,46,47
Hypothermia,NM,35,27,35
Hypoventilation,NM,38,43,38
Illusions,NM,16,63,11
Jaundice,NM,30,40,24
Labor Pain,NM,40,45,40
Lethargy,NM,4,39,17
Low Back Pain,NM,22,65,9
Miosis,NM,46,33,46
Morning Sickness,NM,59,10,59
Motion Sickness,NM,30,40,24
Muscle Weakness,NM,21,62,8
Mutism,NM,39,44,39
Myoclonus,NM,27,23,28
Nausea,NM,65,17,65
Neck Pain,NM,66,16,66
Neuralgia,NM,24,68,10
Nocturia,NM,61,12,61
Obesity,NM,16,63,11
Oliguria,NM,56,8,58
Overweight,NM,13,70,2
Pain,NM,65,17,65
Pallor,NM,64,15,64
Paralysis,NM,50,16,50
Paraplegia,NM,21,67,8
Paresis,NM,21,67,8
Paresthesia,NM,7,54,19
Pelvic Pain,NM,49,1,49
Photophobia,NM,53,5,55
Polyuria,NM,7,54,19
Presbycusis,NM,53,5,55
Prosopagnosia,NM,62,13,62
Proteinuria,NM,1,60,5
Pruritus,NM,21,67,8
Purpura,NM,20,66,7
Sciatica,NM,26,18,27
Seizures,NM,1,60,5
Shoulder Pain,NM,65,17,65
Sleep Deprivation,NM,21,67,8
Sleep Disorders,NM,21,62,8
Sneezing,NM,14,71,3
Snoring,NM,31,50,25
Spasm,NM,3,37,16
Stupor,NM,55,7,57
Stuttering,NM,34,26,34
Sweating Sickness,NM,52,4,54
Syncope,NM,34,26,34
Tetany,NM,33,34,33
Tics,NM,8,2,20
Tinnitus,NM,25,69,32
Toothache,NM,26,19,27
Torticollis,NM,31,50,25
Tremor,NM,30,40,24
Urinary Incontinence,NM,10,55,22
Vertigo,NM,15,72,4
Vomiting,NM,65,17,65
Weight Gain,NM,65,17,65
Weight Loss,NM,65,17,65
Abdominal Pain,NY,12,27,82
Acute Coronary Syndrome,NY,69,63,28
Ageusia,NY,43,82,64
Agnosia,NY,44,83,65
Agraphia,NY,45,84,66
Albuminuria,NY,46,76,75
Alien Hand Syndrome,NY,62,54,21
Amaurosis Fugax,NY,63,55,22
Amblyopia,NY,56,42,8
Amnesia,NY,12,27,82
Angina Pectoris,NY,63,55,22
Anisocoria,NY,85,74,46
Anomia,NY,60,57,19
Anorexia,NY,74,68,33
Anoxia,NY,4,86,67
Aphasia,NY,10,59,86
Aphonia,NY,33,9,55
Apnea,NY,12,27,82
Arthralgia,NY,2,17,71
Asthenia,NY,63,55,22
Ataxia,NY,24,44,43
Athetosis,NY,82,52,41
Back Pain,NY,12,27,82
Birth Weight,NY,12,27,82
Blindness,NY,74,68,33
Body Weight,NY,12,27,82
Bulimia,NY,74,68,33
Cachexia,NY,17,2,73
Catalepsy,NY,87,49,48
Catatonia,NY,67,19,26
Cerebellar Ataxia,NY,78,46,37
Chest Pain,NY,12,27,82
Chills,NY,12,27,82
Chorea,NY,77,64,36
Colic,NY,12,27,82
Coma,NY,12,27,82
Communication Disorders,NY,73,59,32
Confusion,NY,64,56,23
Constipation,NY,12,27,82
Coprophagia,NY,51,30,3
Cough,NY,12,27,82
Cyanosis,NY,5,85,68
Deafness,NY,74,68,33
Delirium,NY,6,28,83
Diarrhea,NY,12,27,82
Diplopia,NY,49,41,1
Dizziness,NY,12,27,82
Dysarthria,NY,17,7,73
Dysgeusia,NY,35,11,57
Dyskinesias,NY,86,75,47
Dyslexia,NY,73,59,32
Dysmenorrhea,NY,47,77,76
Dyspepsia,NY,21,25,89
Dysphonia,NY,85,74,46
Dyspnea,NY,12,27,82
Dystonia,NY,25,15,61
Dysuria,NY,12,27,82
Earache,NY,12,27,82
Ecchymosis,NY,12,27,82
Echolalia,NY,50,43,2
Edema,NY,12,27,82
Emaciation,NY,83,1,44
Encopresis,NY,74,68,33
Eructation,NY,27,5,63
Eye Hemorrhage,NY,23,5,42
Eye Pain,NY,12,27,82
Facial Pain,NY,75,69,34
Facial Paralysis,NY,90,45,51
Fasciculation,NY,77,64,36
Fatigue,NY,12,27,82
Feminization,NY,74,68,33
Fetal Distress,NY,52,38,4
Fetal Weight,NY,70,65,29
Fever,NY,12,27,82
Fever of Unknown Origin,NY,52,37,4
Flank Pain,NY,12,27,82
Flatulence,NY,74,68,33
Flushing,NY,12,27,82
Gagging,NY,7,22,79
Gastroparesis,NY,12,27,82
Gerstmann Syndrome,NY,43,82,64
Halitosis,NY,49,41,1
Hallucinations,NY,12,27,82
Headache,NY,12,27,82
Hearing Disorders,NY,68,62,27
Hearing Loss,NY,5,85,68
Heart Murmurs,NY,74,68,33
Heartburn,NY,12,27,82
Hematemesis,NY,54,20,6
Hemianopsia,NY,20,2,69
Hemifacial Spasm,NY,41,80,17
Hemiplegia,NY,1,47,70
Hemoglobinuria,NY,76,70,35
Hemoptysis,NY,55,21,7
Hiccup,NY,12,27,82
Hirsutism,NY,84,71,45
Hoarseness,NY,18,4,74
Horner Syndrome,NY,66,51,25
Hot Flashes,NY,12,27,82
Hydrops Fetalis,NY,44,83,65
Hyperacusis,NY,70,65,29
Hyperalgesia,NY,51,38,3
Hypercalciuria,NY,28,58,12
Hypercapnia,NY,20,26,69
Hyperemesis Gravidarum,NY,15,29,88
Hyperesthesia,NY,59,40,11
Hypergammaglobulinemia,NY,62,54,21
Hyperkinesis,NY,28,58,12
Hyperoxia,NY,58,39,10
Hyperphagia,NY,30,31,14
Hyperventilation,NY,61,57,20
Hypesthesia,NY,81,33,40
Hypocapnia,NY,24,44,43
Hypokinesia,NY,89,6,50
Hypothermia,NY,53,61,5
Hypoventilation,NY,1,47,70
Illusions,NY,74,68,33
Intermittent Claudication,NY,26,32,62
Jaundice,NY,12,27,82
Korsakoff Syndrome,NY,42,81,18
Labor Pain,NY,12,27,82
Language Disorders,NY,74,68,33
Learning Disorders,NY,74,68,33
Lethargy,NY,22,16,78
Livedo Reticularis,NY,16,3,52
Low Back Pain,NY,12,27,82
Memory Disorders,NY,39,78,15
Mental Fatigue,NY,65,53,24
Mental Retardation,NY,74,68,33
Metatarsalgia,NY,72,67,31
Miosis,NY,57,60,9
Morning Sickness,NY,12,27,82
Motion Sickness,NY,12,27,82
Mouth Breathing,NY,12,27,82
Muscle Cramp,NY,19,4,74
Muscle Weakness,NY,2,18,71
Muscular Atrophy,NY,75,69,34
Mutism,NY,72,67,31
Myoclonus,NY,23,45,42
Myokymia,NY,87,49,48
Myotonia,NY,71,66,30
Nausea,NY,12,27,82
Neck Pain,NY,12,27,82
Necrolytic Migratory Erythema,NY,4,86,67
Neuralgia,NY,14,27,85
Nocturia,NY,57,36,9
Obesity,NY,74,68,33
Oliguria,NY,12,27,82
Ophthalmoplegia,NY,46,76,75
Orthostatic Intolerance,NY,39,78,15
Overweight,NY,47,77,76
Pain,NY,12,27,82
Pallor,NY,10,25,86
Paralysis,NY,12,27,82
Paraparesis,NY,71,66,30
Paraplegia,NY,84,71,45
Paresis,NY,66,51,25
Paresthesia,NY,12,27,82
Pelvic Pain,NY,12,27,82
Persistent Vegetative State,NY,80,72,39
Phantom Limb,NY,29,30,13
Photophobia,NY,16,37,52
Polyuria,NY,57,36,9
Presbycusis,NY,37,13,59
Prosopagnosia,NY,58,39,10
Proteinuria,NY,66,78,25
Pruritus,NY,13,27,84
Pseudobulbar Palsy,NY,83,1,44
Pseudophakia,NY,48,8,77
Psychomotor Agitation,NY,31,73,53
Purpura,NY,79,34,38
Purpura Fulminans,NY,26,32,62
Quadriplegia,NY,23,7,42
Renal Colic,NY,3,87,72
Respiratory Sounds,NY,36,12,58
Reticulocytosis,NY,25,15,61
Sarcopenia,NY,57,36,9
Sciatica,NY,12,27,82
Scotoma,NY,68,62,27
Seizures,NY,12,27,82
Shoulder Pain,NY,12,27,82
Sleep Deprivation,NY,73,59,32
Sleep Disorders,NY,74,68,33
Sneezing,NY,12,27,82
Snoring,NY,12,27,82
Spasm,NY,12,27,82
Speech Disorders,NY,63,55,22
Stupor,NY,12,27,82
Stuttering,NY,74,68,33
Susac Syndrome,NY,32,48,54
Sweating Sickness,NY,38,14,60
Syncope,NY,11,35,87
Synkinesis,NY,34,10,56
Tetany,NY,49,35,1
Thinness,NY,69,63,28
Tics,NY,22,16,78
Tinea Pedis,NY,65,53,24
Tinnitus,NY,12,27,82
Toothache,NY,12,27,82
Torticollis,NY,9,24,81
Tremor,NY,8,23,80
Trismus,NY,88,50,49
Unconsciousness,NY,80,72,39
Urinary Incontinence,NY,5,85,68
Vertigo,NY,44,83,65
Vocal Cord Paralysis,NY,40,79,16
Voice Disorders,NY,74,68,33
Vomiting,NY,12,27,82
Weight Gain,NY,12,27,82
Weight Loss,NY,12,27,82
Abdominal Pain,NC,11,11,6
Acute Coronary Syndrome,NC,47,36,51
Ageusia,NC,32,16,12
Agnosia,NC,69,42,77
Agraphia,NC,32,16,12
Albuminuria,NC,20,81,29
Alien Hand Syndrome,NC,18,54,53
Amaurosis Fugax,NC,28,48,37
Amblyopia,NC,23,59,32
Amnesia,NC,10,10,5
Angina Pectoris,NC,56,23,40
Anisocoria,NC,43,63,47
Anomia,NC,3,76,63
Anorexia,NC,47,36,51
Anoxia,NC,20,67,29
Aphasia,NC,59,2,57
Aphonia,NC,1,74,61
Apnea,NC,44,57,48
Arthralgia,NC,72,79,80
Asthenia,NC,45,34,49
Ataxia,NC,23,26,32
Athetosis,NC,79,4,72
Back Pain,NC,11,11,6
Birth Weight,NC,61,60,59
Blindness,NC,47,36,51
Body Weight,NC,7,70,2
Bulimia,NC,47,36,51
Cachexia,NC,52,59,24
Catalepsy,NC,67,52,75
Catatonia,NC,20,21,29
Cerebellar Ataxia,NC,31,15,11
Chest Pain,NC,11,11,6
Chills,NC,11,11,6
Chorea,NC,46,46,50
Colic,NC,58,25,43
Coma,NC,15,12,10
Communication Disorders,NC,41,35,45
Confusion,NC,40,66,44
Constipation,NC,11,11,6
Coprophagia,NC,29,49,38
Cough,NC,11,11,6
Cyanosis,NC,48,32,23
Deafness,NC,47,36,51
Delirium,NC,65,45,65
Diarrhea,NC,11,11,6
Diplopia,NC,53,29,25
Dizziness,NC,11,11,6
Dysarthria,NC,17,53,52
Dysgeusia,NC,74,5,68
Dyslexia,NC,60,37,58
Dysmenorrhea,NC,35,43,15
Dyspepsia,NC,52,26,24
Dysphonia,NC,53,29,25
Dyspnea,NC,26,51,35
Dystonia,NC,73,80,81
Dysuria,NC,49,30,27
Earache,NC,11,11,6
Ecchymosis,NC,51,33,20
Echolalia,NC,63,58,55
Edema,NC,24,56,33
Emaciation,NC,75,6,70
Encopresis,NC,76,81,71
Eructation,NC,33,20,13
Eye Hemorrhage,NC,54,27,26
Eye Pain,NC,11,11,6
Facial Pain,NC,53,29,25
Facial Paralysis,NC,26,51,35
Fasciculation,NC,54,27,26
Fatigue,NC,11,11,6
Feminization,NC,47,36,51
Fetal Weight,NC,53,29,25
Fever,NC,11,11,6
Flank Pain,NC,36,44,16
Flatulence,NC,37,38,17
Flushing,NC,50,47,21
Gagging,NC,10,10,5
Gastroparesis,NC,9,9,4
Halitosis,NC,47,36,51
Hallucinations,NC,11,11,6
Headache,NC,11,11,6
Hearing Loss,NC,30,49,39
Heart Murmurs,NC,47,36,51
Heartburn,NC,11,11,6
Hematemesis,NC,30,49,39
Hemianopsia,NC,40,66,44
Hemiplegia,NC,57,24,41
Hemoglobinuria,NC,67,52,75
Hemoptysis,NC,34,17,14
Hiccup,NC,11,11,6
Hirsutism,NC,41,35,45
Hoarseness,NC,54,28,26
Horner Syndrome,NC,63,58,55
Hot Flashes,NC,11,11,6
Hydrops Fetalis,NC,78,73,67
Hyperacusis,NC,43,63,47
Hyperalgesia,NC,37,38,17
Hypercapnia,NC,72,79,80
Hyperemesis Gravidarum,NC,55,31,28
Hyperesthesia,NC,71,83,79
Hyperphagia,NC,29,49,38
Hyperventilation,NC,52,26,24
Hypocapnia,NC,35,43,15
Hypothermia,NC,54,27,26
Hypoventilation,NC,33,20,13
Illusions,NC,47,36,51
Intermittent Claudication,NC,8,68,3
Jaundice,NC,52,26,24
Korsakoff Syndrome,NC,12,7,7
Labor Pain,NC,14,11,9
Language Disorders,NC,54,27,42
Learning Disorders,NC,70,82,78
Lethargy,NC,68,50,76
Livedo Reticularis,NC,20,20,29
Low Back Pain,NC,39,41,19
Mental Retardation,NC,47,36,51
Metatarsalgia,NC,20,28,29
Miosis,NC,66,1,74
Morning Sickness,NC,13,8,8
Motion Sickness,NC,24,56,33
Mouth Breathing,NC,6,69,1
Muscle Cramp,NC,66,1,74
Muscle Weakness,NC,28,48,37
Muscular Atrophy,NC,42,65,46
Mutism,NC,30,49,39
Myoclonus,NC,20,22,29
Myokymia,NC,80,14,73
Myotonia,NC,57,24,41
Nausea,NC,11,11,6
Neck Pain,NC,11,11,6
Neuralgia,NC,21,18,30
Nocturia,NC,6,71,1
Obesity,NC,47,36,51
Oliguria,NC,42,65,46
Ophthalmoplegia,NC,2,75,62
Orthostatic Intolerance,NC,64,62,56
Overweight,NC,62,61,60
Pain,NC,11,11,6
Pallor,NC,27,52,36
Paralysis,NC,24,11,33
Paraparesis,NC,20,69,29
Paraplegia,NC,38,40,18
Paresis,NC,38,40,18
Paresthesia,NC,68,50,76
Pelvic Pain,NC,11,11,6
Persistent Vegetative State,NC,42,65,46
Phantom Limb,NC,77,72,66
Photophobia,NC,56,23,40
Polyuria,NC,31,15,11
Presbycusis,NC,77,72,66
Prosopagnosia,NC,64,62,56
Proteinuria,NC,52,26,24
Pruritus,NC,44,57,48
Pseudophakia,NC,54,27,26
Psychomotor Agitation,NC,4,77,64
Purpura,NC,47,36,51
Quadriplegia,NC,57,24,42
Renal Colic,NC,34,17,14
Sarcopenia,NC,67,3,75
Sciatica,NC,11,11,6
Scotoma,NC,30,49,39
Seizures,NC,48,32,23
Shoulder Pain,NC,11,11,6
Sleep Deprivation,NC,54,27,26
Sleep Disorders,NC,47,36,51
Sneezing,NC,11,11,6
Snoring,NC,11,58,6
Spasm,NC,9,9,4
Speech Disorders,NC,46,14,50
Stupor,NC,35,43,15
Stuttering,NC,27,46,36
Sweating Sickness,NC,5,78,69
Syncope,NC,22,19,31
Tetany,NC,19,55,54
Thinness,NC,17,53,52
Tics,NC,20,39,29
Tinea Pedis,NC,78,73,67
Tinnitus,NC,16,13,22
Toothache,NC,11,11,6
Torticollis,NC,45,34,49
Tremor,NC,21,18,30
Trismus,NC,53,29,25
Unconsciousness,NC,28,48,37
Urinary Incontinence,NC,70,82,78
Vertigo,NC,25,64,34
Vomiting,NC,11,11,6
Weight Gain,NC,11,11,6
Weight Loss,NC,11,11,6
Abdominal Pain,ND,3,22,3
Agnosia,ND,28,31,39
Amnesia,ND,1,57,1
Angina Pectoris,ND,27,35,4
Anorexia,ND,13,4,52
Aphasia,ND,27,35,4
Apnea,ND,38,27,8
Ataxia,ND,6,16,45
Back Pain,ND,53,48,30
Birth Weight,ND,27,35,4
Blindness,ND,13,4,52
Body Weight,ND,8,18,47
Bulimia,ND,7,17,46
Cachexia,ND,57,59,19
Catatonia,ND,37,26,7
Chest Pain,ND,45,40,18
Chills,ND,1,57,1
Chorea,ND,46,28,5
Colic,ND,11,1,50
Coma,ND,14,28,5
Confusion,ND,30,21,41
Constipation,ND,15,6,10
Cough,ND,43,38,16
Cyanosis,ND,21,12,56
Deafness,ND,32,53,34
Delirium,ND,47,33,24
Diarrhea,ND,53,48,30
Diplopia,ND,11,1,50
Dizziness,ND,39,27,9
Dysarthria,ND,43,38,16
Dyslexia,ND,11,2,50
Dysmenorrhea,ND,36,34,38
Dyspepsia,ND,17,8,12
Dyspnea,ND,31,23,42
Dystonia,ND,58,60,20
Dysuria,ND,61,52,23
Earache,ND,22,13,57
Ecchymosis,ND,50,43,27
Edema,ND,7,17,46
Eye Pain,ND,23,24,58
Fatigue,ND,30,21,41
Feminization,ND,2,36,2
Fever,ND,53,48,30
Flatulence,ND,47,33,24
Flushing,ND,59,61,21
Gagging,ND,18,5,53
Gastroparesis,ND,4,14,43
Halitosis,ND,10,19,49
Hallucinations,ND,28,31,39
Headache,ND,53,48,30
Hearing Loss,ND,43,38,16
Heartburn,ND,26,42,61
Hemiplegia,ND,56,51,33
Hemoptysis,ND,51,44,28
Hiccup,ND,55,50,31
Hot Flashes,ND,12,3,51
Hyperemesis Gravidarum,ND,16,7,11
Hyperventilation,ND,34,55,36
Hypothermia,ND,24,25,59
Illusions,ND,13,4,52
Jaundice,ND,40,10,13
Lethargy,ND,57,59,19
Low Back Pain,ND,29,32,40
Morning Sickness,ND,23,24,58
Motion Sickness,ND,7,17,46
Nausea,ND,53,48,30
Neck Pain,ND,9,20,48
Neuralgia,ND,2,30,2
Obesity,ND,13,4,52
Oliguria,ND,4,14,43
Overweight,ND,41,37,14
Pain,ND,53,48,30
Pallor,ND,37,26,7
Paralysis,ND,25,58,60
Paraplegia,ND,4,14,43
Paresthesia,ND,5,15,44
Pelvic Pain,ND,42,36,15
Polyuria,ND,52,45,29
Pruritus,ND,4,14,43
Purpura,ND,14,5,53
Sciatica,ND,21,12,56
Seizures,ND,19,9,54
Shoulder Pain,ND,46,29,6
Sneezing,ND,33,54,35
Snoring,ND,44,39,17
Spasm,ND,6,16,45
Stupor,ND,60,41,22
Stuttering,ND,20,11,55
Syncope,ND,11,1,50
Tetany,ND,35,56,37
Tics,ND,27,35,4
Tinnitus,ND,1,58,1
Toothache,ND,48,46,25
Torticollis,ND,1,57,1
Tremor,ND,44,39,17
Vertigo,ND,19,9,54
Vomiting,ND,60,41,22
Weight Gain,ND,49,47,26
Weight Loss,ND,54,49,32
Abdominal Pain,OH,78,12,18
Acute Coronary Syndrome,OH,40,74,59
Ageusia,OH,83,30,29
Agnosia,OH,41,35,60
Agraphia,OH,46,41,55
Albuminuria,OH,57,31,85
Alien Hand Syndrome,OH,88,23,25
Amaurosis Fugax,OH,43,77,62
Amblyopia,OH,30,81,30
Amnesia,OH,77,11,17
Angina Pectoris,OH,45,50,52
Anisocoria,OH,65,86,6
Anomia,OH,15,53,37
Anorexia,OH,26,56,45
Anoxia,OH,20,60,39
Aphasia,OH,10,71,73
Aphonia,OH,50,82,78
Apnea,OH,73,12,5
Arthralgia,OH,7,66,70
Asthenia,OH,5,64,68
Ataxia,OH,10,71,73
Athetosis,OH,1,47,64
Back Pain,OH,78,12,18
Birth Weight,OH,79,14,19
Blindness,OH,26,56,45
Body Weight,OH,34,44,49
Bulimia,OH,26,56,45
Cachexia,OH,71,8,12
Catalepsy,OH,1,47,64
Catatonia,OH,11,68,74
Cerebellar Ataxia,OH,8,73,71
Chest Pain,OH,78,12,18
Chills,OH,78,12,18
Chorea,OH,4,37,67
Colic,OH,81,15,20
Coma,OH,80,13,17
Communication Disorders,OH,25,61,44
Confusion,OH,23,57,42
Constipation,OH,78,12,18
Coprophagia,OH,59,31,86
Cough,OH,78,12,18
Cyanosis,OH,43,78,62
Deafness,OH,26,56,45
Delirium,OH,74,6,15
Diarrhea,OH,78,12,18
Diplopia,OH,43,77,62
Dizziness,OH,78,12,18
Dysarthria,OH,47,38,53
Dysgeusia,OH,6,65,69
Dyslexia,OH,26,56,45
Dysmenorrhea,OH,45,50,52
Dyspepsia,OH,56,88,84
Dysphonia,OH,29,59,36
Dyspnea,OH,78,12,18
Dystonia,OH,85,63,22
Dysuria,OH,75,16,14
Earache,OH,78,12,18
Ecchymosis,OH,86,22,23
Echolalia,OH,60,33,87
Edema,OH,78,9,13
Emaciation,OH,61,3,3
Encopresis,OH,37,63,56
Eructation,OH,82,28,28
Eye Hemorrhage,OH,28,75,35
Eye Pain,OH,78,12,18
Facial Pain,OH,40,43,59
Facial Paralysis,OH,6,65,69
Fasciculation,OH,1,47,64
Fatigue,OH,78,12,18
Feminization,OH,26,56,45
Fetal Weight,OH,31,51,31
Fever,OH,78,12,18
Flank Pain,OH,78,12,18
Flatulence,OH,25,58,44
Flushing,OH,78,12,18
Gagging,OH,76,10,16
Gastroparesis,OH,78,12,18
Halitosis,OH,24,20,43
Hallucinations,OH,78,12,18
Headache,OH,78,12,18
Hearing Loss,OH,21,54,40
Heart Murmurs,OH,18,39,47
Heartburn,OH,78,12,18
Hematemesis,OH,44,21,63
Hemianopsia,OH,9,70,72
Hemiplegia,OH,71,8,12
Hemoglobinuria,OH,70,27,27
Hemoptysis,OH,27,76,34
Hiccup,OH,78,12,18
Hirsutism,OH,46,41,55
Hoarseness,OH,8,73,71
Horner Syndrome,OH,62,4,4
Hot Flashes,OH,78,12,18
Hydrops Fetalis,OH,49,42,54
Hyperacusis,OH,32,51,32
Hyperalgesia,OH,53,83,81
Hypercalciuria,OH,49,42,54
Hypercapnia,OH,66,25,7
Hyperemesis Gravidarum,OH,69,19,10
Hyperesthesia,OH,30,79,30
Hyperphagia,OH,58,32,85
Hyperventilation,OH,89,24,26
Hypocapnia,OH,48,40,11
Hypothermia,OH,25,62,44
Hypoventilation,OH,67,20,8
Illusions,OH,26,56,45
Intermittent Claudication,OH,20,60,39
Jaundice,OH,74,7,15
Korsakoff Syndrome,OH,68,6,9
Labor Pain,OH,76,10,16
Language Disorders,OH,39,72,58
Lethargy,OH,13,17,76
Livedo Reticularis,OH,28,75,35
Low Back Pain,OH,75,18,14
Mental Retardation,OH,26,56,45
Metatarsalgia,OH,27,76,34
Miosis,OH,22,55,41
Morning Sickness,OH,78,12,18
Motion Sickness,OH,52,85,80
Mouth Breathing,OH,55,87,83
Muscle Cramp,OH,54,84,82
Muscle Weakness,OH,73,34,5
Muscular Atrophy,OH,28,58,35
Mutism,OH,9,70,72
Myoclonus,OH,37,80,56
Myokymia,OH,12,69,75
Myotonia,OH,16,53,38
Nausea,OH,78,12,18
Neck Pain,OH,78,12,18
Neuralgia,OH,9,70,72
Nocturia,OH,84,5,21
Obesity,OH,26,56,45
Oliguria,OH,48,40,11
Ophthalmoplegia,OH,38,76,57
Orthostatic Intolerance,OH,2,48,65
Overweight,OH,33,52,33
Pain,OH,78,12,18
Pallor,OH,9,70,72
Paralysis,OH,78,12,18
Paraparesis,OH,1,47,64
Paraplegia,OH,38,79,57
Paresis,OH,39,72,58
Paresthesia,OH,77,11,23
Pelvic Pain,OH,78,12,18
Persistent Vegetative State,OH,17,35,46
Phantom Limb,OH,36,45,51
Photophobia,OH,3,49,66
Polyuria,OH,63,1,1
Presbycusis,OH,15,46,37
Prosopagnosia,OH,49,42,54
Proteinuria,OH,26,56,45
Pruritus,OH,42,36,61
Pseudophakia,OH,71,8,12
Psychomotor Agitation,OH,64,2,2
Purpura,OH,46,56,55
Quadriplegia,OH,41,46,60
Renal Colic,OH,35,43,50
Respiratory Sounds,OH,67,21,8
Sarcopenia,OH,82,28,28
Sciatica,OH,78,12,18
Scotoma,OH,38,26,57
Seizures,OH,78,12,18
Shoulder Pain,OH,78,12,18
Sleep Deprivation,OH,26,56,45
Sleep Disorders,OH,26,56,45
Sneezing,OH,78,12,18
Snoring,OH,78,12,18
Spasm,OH,78,12,18
Speech Disorders,OH,31,51,31
Stupor,OH,87,67,24
Stuttering,OH,45,50,52
Sweating Sickness,OH,70,27,27
Syncope,OH,14,29,77
Tetany,OH,72,9,13
Thinness,OH,17,35,46
Tics,OH,51,82,79
Tinea Pedis,OH,53,83,81
Tinnitus,OH,78,12,18
Toothache,OH,78,12,18
Torticollis,OH,54,84,82
Tremor,OH,55,87,83
Trismus,OH,5,64,68
Unconsciousness,OH,84,5,21
Urinary Incontinence,OH,19,61,48
Vertigo,OH,52,85,80
Vomiting,OH,78,12,18
Weight Gain,OH,78,12,18
Weight Loss,OH,78,12,18
Abdominal Pain,OK,26,27,60
Ageusia,OK,27,31,62
Agnosia,OK,54,2,29
Amblyopia,OK,59,51,9
Amnesia,OK,23,23,55
Angina Pectoris,OK,51,47,4
Anisocoria,OK,61,56,11
Anomia,OK,45,41,35
Anorexia,OK,72,63,22
Anoxia,OK,51,47,4
Aphasia,OK,58,49,8
Apnea,OK,54,2,29
Arthralgia,OK,51,47,4
Asthenia,OK,53,1,28
Ataxia,OK,64,55,14
Back Pain,OK,26,27,60
Birth Weight,OK,31,71,66
Blindness,OK,67,75,17
